,Id,Customer_Issue_Summary__c,Customer_Issue__c,Resolution_Summary__c,Resolution__c,component,type,Status,ClosedDate,SerialNumberOrg,SerialNumberContract,Qty,src,flag_validinstall,SerialNumber
35,50046000005Pmc8AAC,"issue from site: 


PDU-14B has been setting alarms throughout the shift. 
-	Mon 11/28/2017 07:00 PM - BSN003. RF.2. PDU-14B. Once again, the alarm for UNDER VOLT MAIN. (Pic attached) 
ï	I stopped the audible alarm at the PDU display. 
ï	I clear the alarm at the display and the alarm light shuts off. 
ï	No further alarms at PDU-14B through the shift. 

-	Tue 11/27/2017 2:28 AM - AM BCMS Alarm from PDU_14B_P3/Main/Volts_B_N 
State: Normal / Unacked 
Text: OUT OF RANGE alarm has returned to Normal. 

-	Tue 11/28/2017 2:28 AM - BCMS Alarm from PDU_14B_P3/Main/Volts_B_N 
State: Offnormal / Unacked 
Text: UNDER VOLTAGE ALARM ACTIVE! The Phase to Neutral voltage is currently at 90.40 V and is out of the acceptable range. 

-	Tues 11/28/2017 04:28 PM - BSN003. RF.2. PDU-14B. Once again, the alarm for UNDER VOLT MAIN. (Pic attached) 
ï	I stopped the audible alarm at the PDU display. 
ï	I clear the alarm at the display and the alarm light shuts off. 
ï	No further alarms at PDU-14B through the shift. 


Scope: Calibrate unit if possible, if this does not clear alarm, replace BCMS board. 

Replace BCMS board in unit 110-2836 
Software 6.xxx",PCBA,Board was replaced and setup to correct the issue.,Site Visit,Display,replace,Closed,12/21/2017 16:50,110-2836,110-2836,1.0,Product_1__c,True,110-2836-1
36,50046000005Pmc8AAC,"issue from site: 


PDU-14B has been setting alarms throughout the shift. 
-	Mon 11/28/2017 07:00 PM - BSN003. RF.2. PDU-14B. Once again, the alarm for UNDER VOLT MAIN. (Pic attached) 
ï	I stopped the audible alarm at the PDU display. 
ï	I clear the alarm at the display and the alarm light shuts off. 
ï	No further alarms at PDU-14B through the shift. 

-	Tue 11/27/2017 2:28 AM - AM BCMS Alarm from PDU_14B_P3/Main/Volts_B_N 
State: Normal / Unacked 
Text: OUT OF RANGE alarm has returned to Normal. 

-	Tue 11/28/2017 2:28 AM - BCMS Alarm from PDU_14B_P3/Main/Volts_B_N 
State: Offnormal / Unacked 
Text: UNDER VOLTAGE ALARM ACTIVE! The Phase to Neutral voltage is currently at 90.40 V and is out of the acceptable range. 

-	Tues 11/28/2017 04:28 PM - BSN003. RF.2. PDU-14B. Once again, the alarm for UNDER VOLT MAIN. (Pic attached) 
ï	I stopped the audible alarm at the PDU display. 
ï	I clear the alarm at the display and the alarm light shuts off. 
ï	No further alarms at PDU-14B through the shift. 


Scope: Calibrate unit if possible, if this does not clear alarm, replace BCMS board. 

Replace BCMS board in unit 110-2836 
Software 6.xxx",PCBA,Board was replaced and setup to correct the issue.,Site Visit,Display,replace,Closed,12/21/2017 16:50,110-2836,110-2836,1.0,Product_1__c,True,110-2836-1
37,50046000005Pmc8AAC,"issue from site: 


PDU-14B has been setting alarms throughout the shift. 
-	Mon 11/28/2017 07:00 PM - BSN003. RF.2. PDU-14B. Once again, the alarm for UNDER VOLT MAIN. (Pic attached) 
ï	I stopped the audible alarm at the PDU display. 
ï	I clear the alarm at the display and the alarm light shuts off. 
ï	No further alarms at PDU-14B through the shift. 

-	Tue 11/27/2017 2:28 AM - AM BCMS Alarm from PDU_14B_P3/Main/Volts_B_N 
State: Normal / Unacked 
Text: OUT OF RANGE alarm has returned to Normal. 

-	Tue 11/28/2017 2:28 AM - BCMS Alarm from PDU_14B_P3/Main/Volts_B_N 
State: Offnormal / Unacked 
Text: UNDER VOLTAGE ALARM ACTIVE! The Phase to Neutral voltage is currently at 90.40 V and is out of the acceptable range. 

-	Tues 11/28/2017 04:28 PM - BSN003. RF.2. PDU-14B. Once again, the alarm for UNDER VOLT MAIN. (Pic attached) 
ï	I stopped the audible alarm at the PDU display. 
ï	I clear the alarm at the display and the alarm light shuts off. 
ï	No further alarms at PDU-14B through the shift. 


Scope: Calibrate unit if possible, if this does not clear alarm, replace BCMS board. 

Replace BCMS board in unit 110-2836 
Software 6.xxx",PCBA,Board was replaced and setup to correct the issue.,Site Visit,Display,replace,Closed,12/21/2017 16:50,110-2836,110-2836,1.0,Product_1__c,True,110-2836-1
38,50046000005Pmc8AAC,"issue from site: 


PDU-14B has been setting alarms throughout the shift. 
-	Mon 11/28/2017 07:00 PM - BSN003. RF.2. PDU-14B. Once again, the alarm for UNDER VOLT MAIN. (Pic attached) 
ï	I stopped the audible alarm at the PDU display. 
ï	I clear the alarm at the display and the alarm light shuts off. 
ï	No further alarms at PDU-14B through the shift. 

-	Tue 11/27/2017 2:28 AM - AM BCMS Alarm from PDU_14B_P3/Main/Volts_B_N 
State: Normal / Unacked 
Text: OUT OF RANGE alarm has returned to Normal. 

-	Tue 11/28/2017 2:28 AM - BCMS Alarm from PDU_14B_P3/Main/Volts_B_N 
State: Offnormal / Unacked 
Text: UNDER VOLTAGE ALARM ACTIVE! The Phase to Neutral voltage is currently at 90.40 V and is out of the acceptable range. 

-	Tues 11/28/2017 04:28 PM - BSN003. RF.2. PDU-14B. Once again, the alarm for UNDER VOLT MAIN. (Pic attached) 
ï	I stopped the audible alarm at the PDU display. 
ï	I clear the alarm at the display and the alarm light shuts off. 
ï	No further alarms at PDU-14B through the shift. 


Scope: Calibrate unit if possible, if this does not clear alarm, replace BCMS board. 

Replace BCMS board in unit 110-2836 
Software 6.xxx",PCBA,Board was replaced and setup to correct the issue.,Site Visit,Display,replace,Closed,12/21/2017 16:50,110-2836,110-2836,1.0,Product_1__c,True,110-2836-1
57,50046000005Pmc8AAC,"issue from site: 


PDU-14B has been setting alarms throughout the shift. 
-	Mon 11/28/2017 07:00 PM - BSN003. RF.2. PDU-14B. Once again, the alarm for UNDER VOLT MAIN. (Pic attached) 
ï	I stopped the audible alarm at the PDU display. 
ï	I clear the alarm at the display and the alarm light shuts off. 
ï	No further alarms at PDU-14B through the shift. 

-	Tue 11/27/2017 2:28 AM - AM BCMS Alarm from PDU_14B_P3/Main/Volts_B_N 
State: Normal / Unacked 
Text: OUT OF RANGE alarm has returned to Normal. 

-	Tue 11/28/2017 2:28 AM - BCMS Alarm from PDU_14B_P3/Main/Volts_B_N 
State: Offnormal / Unacked 
Text: UNDER VOLTAGE ALARM ACTIVE! The Phase to Neutral voltage is currently at 90.40 V and is out of the acceptable range. 

-	Tues 11/28/2017 04:28 PM - BSN003. RF.2. PDU-14B. Once again, the alarm for UNDER VOLT MAIN. (Pic attached) 
ï	I stopped the audible alarm at the PDU display. 
ï	I clear the alarm at the display and the alarm light shuts off. 
ï	No further alarms at PDU-14B through the shift. 


Scope: Calibrate unit if possible, if this does not clear alarm, replace BCMS board. 

Replace BCMS board in unit 110-2836 
Software 6.xxx",PCBA,Board was replaced and setup to correct the issue.,Site Visit,Display,replace,Closed,12/21/2017 16:50,110-2836,"issue from site: 


PDU-14B has been setting alarms throughout the shift. 
-	Mon 11/28/2017 07:00 PM - BSN003. RF.2. PDU-14B. Once again, the alarm for UNDER VOLT MAIN. (Pic attached) 
ï	I stopped the audible alarm at the PDU display. 
ï	I clear the alarm at the display and the alarm light shuts off. 
ï	No further alarms at PDU-14B through the shift. 

-	Tue 11/27/2017 2:28 AM - AM BCMS Alarm from PDU_14B_P3/Main/Volts_B_N 
State: Normal / Unacked 
Text: OUT OF RANGE alarm has returned to Normal. 

-	Tue 11/28/2017 2:28 AM - BCMS Alarm from PDU_14B_P3/Main/Volts_B_N 
State: Offnormal / Unacked 
Text: UNDER VOLTAGE ALARM ACTIVE! The Phase to Neutral voltage is currently at 90.40 V and is out of the acceptable range. 

-	Tues 11/28/2017 04:28 PM - BSN003. RF.2. PDU-14B. Once again, the alarm for UNDER VOLT MAIN. (Pic attached) 
ï	I stopped the audible alarm at the PDU display. 
ï	I clear the alarm at the display and the alarm light shuts off. 
ï	No further alarms at PDU-14B through the shift. 


Scope: Calibrate unit if possible, if this does not clear alarm, replace BCMS board. 

Replace BCMS board in unit 110-2836 
Software 6.xxx",0.0,Customer_Issue_Summary__c,True,110-2836-1
58,50046000005Pmc8AAC,"issue from site: 


PDU-14B has been setting alarms throughout the shift. 
-	Mon 11/28/2017 07:00 PM - BSN003. RF.2. PDU-14B. Once again, the alarm for UNDER VOLT MAIN. (Pic attached) 
ï	I stopped the audible alarm at the PDU display. 
ï	I clear the alarm at the display and the alarm light shuts off. 
ï	No further alarms at PDU-14B through the shift. 

-	Tue 11/27/2017 2:28 AM - AM BCMS Alarm from PDU_14B_P3/Main/Volts_B_N 
State: Normal / Unacked 
Text: OUT OF RANGE alarm has returned to Normal. 

-	Tue 11/28/2017 2:28 AM - BCMS Alarm from PDU_14B_P3/Main/Volts_B_N 
State: Offnormal / Unacked 
Text: UNDER VOLTAGE ALARM ACTIVE! The Phase to Neutral voltage is currently at 90.40 V and is out of the acceptable range. 

-	Tues 11/28/2017 04:28 PM - BSN003. RF.2. PDU-14B. Once again, the alarm for UNDER VOLT MAIN. (Pic attached) 
ï	I stopped the audible alarm at the PDU display. 
ï	I clear the alarm at the display and the alarm light shuts off. 
ï	No further alarms at PDU-14B through the shift. 


Scope: Calibrate unit if possible, if this does not clear alarm, replace BCMS board. 

Replace BCMS board in unit 110-2836 
Software 6.xxx",PCBA,Board was replaced and setup to correct the issue.,Site Visit,Display,replace,Closed,12/21/2017 16:50,110-2836,"issue from site: 


PDU-14B has been setting alarms throughout the shift. 
-	Mon 11/28/2017 07:00 PM - BSN003. RF.2. PDU-14B. Once again, the alarm for UNDER VOLT MAIN. (Pic attached) 
ï	I stopped the audible alarm at the PDU display. 
ï	I clear the alarm at the display and the alarm light shuts off. 
ï	No further alarms at PDU-14B through the shift. 

-	Tue 11/27/2017 2:28 AM - AM BCMS Alarm from PDU_14B_P3/Main/Volts_B_N 
State: Normal / Unacked 
Text: OUT OF RANGE alarm has returned to Normal. 

-	Tue 11/28/2017 2:28 AM - BCMS Alarm from PDU_14B_P3/Main/Volts_B_N 
State: Offnormal / Unacked 
Text: UNDER VOLTAGE ALARM ACTIVE! The Phase to Neutral voltage is currently at 90.40 V and is out of the acceptable range. 

-	Tues 11/28/2017 04:28 PM - BSN003. RF.2. PDU-14B. Once again, the alarm for UNDER VOLT MAIN. (Pic attached) 
ï	I stopped the audible alarm at the PDU display. 
ï	I clear the alarm at the display and the alarm light shuts off. 
ï	No further alarms at PDU-14B through the shift. 


Scope: Calibrate unit if possible, if this does not clear alarm, replace BCMS board. 

Replace BCMS board in unit 110-2836 
Software 6.xxx",0.0,Customer_Issue_Summary__c,True,110-2836-1
59,50046000005Pmc8AAC,"issue from site: 


PDU-14B has been setting alarms throughout the shift. 
-	Mon 11/28/2017 07:00 PM - BSN003. RF.2. PDU-14B. Once again, the alarm for UNDER VOLT MAIN. (Pic attached) 
ï	I stopped the audible alarm at the PDU display. 
ï	I clear the alarm at the display and the alarm light shuts off. 
ï	No further alarms at PDU-14B through the shift. 

-	Tue 11/27/2017 2:28 AM - AM BCMS Alarm from PDU_14B_P3/Main/Volts_B_N 
State: Normal / Unacked 
Text: OUT OF RANGE alarm has returned to Normal. 

-	Tue 11/28/2017 2:28 AM - BCMS Alarm from PDU_14B_P3/Main/Volts_B_N 
State: Offnormal / Unacked 
Text: UNDER VOLTAGE ALARM ACTIVE! The Phase to Neutral voltage is currently at 90.40 V and is out of the acceptable range. 

-	Tues 11/28/2017 04:28 PM - BSN003. RF.2. PDU-14B. Once again, the alarm for UNDER VOLT MAIN. (Pic attached) 
ï	I stopped the audible alarm at the PDU display. 
ï	I clear the alarm at the display and the alarm light shuts off. 
ï	No further alarms at PDU-14B through the shift. 


Scope: Calibrate unit if possible, if this does not clear alarm, replace BCMS board. 

Replace BCMS board in unit 110-2836 
Software 6.xxx",PCBA,Board was replaced and setup to correct the issue.,Site Visit,Display,replace,Closed,12/21/2017 16:50,110-2836,"issue from site: 


PDU-14B has been setting alarms throughout the shift. 
-	Mon 11/28/2017 07:00 PM - BSN003. RF.2. PDU-14B. Once again, the alarm for UNDER VOLT MAIN. (Pic attached) 
ï	I stopped the audible alarm at the PDU display. 
ï	I clear the alarm at the display and the alarm light shuts off. 
ï	No further alarms at PDU-14B through the shift. 

-	Tue 11/27/2017 2:28 AM - AM BCMS Alarm from PDU_14B_P3/Main/Volts_B_N 
State: Normal / Unacked 
Text: OUT OF RANGE alarm has returned to Normal. 

-	Tue 11/28/2017 2:28 AM - BCMS Alarm from PDU_14B_P3/Main/Volts_B_N 
State: Offnormal / Unacked 
Text: UNDER VOLTAGE ALARM ACTIVE! The Phase to Neutral voltage is currently at 90.40 V and is out of the acceptable range. 

-	Tues 11/28/2017 04:28 PM - BSN003. RF.2. PDU-14B. Once again, the alarm for UNDER VOLT MAIN. (Pic attached) 
ï	I stopped the audible alarm at the PDU display. 
ï	I clear the alarm at the display and the alarm light shuts off. 
ï	No further alarms at PDU-14B through the shift. 


Scope: Calibrate unit if possible, if this does not clear alarm, replace BCMS board. 

Replace BCMS board in unit 110-2836 
Software 6.xxx",0.0,Customer_Issue_Summary__c,True,110-2836-1
60,50046000005Pmc8AAC,"issue from site: 


PDU-14B has been setting alarms throughout the shift. 
-	Mon 11/28/2017 07:00 PM - BSN003. RF.2. PDU-14B. Once again, the alarm for UNDER VOLT MAIN. (Pic attached) 
ï	I stopped the audible alarm at the PDU display. 
ï	I clear the alarm at the display and the alarm light shuts off. 
ï	No further alarms at PDU-14B through the shift. 

-	Tue 11/27/2017 2:28 AM - AM BCMS Alarm from PDU_14B_P3/Main/Volts_B_N 
State: Normal / Unacked 
Text: OUT OF RANGE alarm has returned to Normal. 

-	Tue 11/28/2017 2:28 AM - BCMS Alarm from PDU_14B_P3/Main/Volts_B_N 
State: Offnormal / Unacked 
Text: UNDER VOLTAGE ALARM ACTIVE! The Phase to Neutral voltage is currently at 90.40 V and is out of the acceptable range. 

-	Tues 11/28/2017 04:28 PM - BSN003. RF.2. PDU-14B. Once again, the alarm for UNDER VOLT MAIN. (Pic attached) 
ï	I stopped the audible alarm at the PDU display. 
ï	I clear the alarm at the display and the alarm light shuts off. 
ï	No further alarms at PDU-14B through the shift. 


Scope: Calibrate unit if possible, if this does not clear alarm, replace BCMS board. 

Replace BCMS board in unit 110-2836 
Software 6.xxx",PCBA,Board was replaced and setup to correct the issue.,Site Visit,Display,replace,Closed,12/21/2017 16:50,110-2836,"issue from site: 


PDU-14B has been setting alarms throughout the shift. 
-	Mon 11/28/2017 07:00 PM - BSN003. RF.2. PDU-14B. Once again, the alarm for UNDER VOLT MAIN. (Pic attached) 
ï	I stopped the audible alarm at the PDU display. 
ï	I clear the alarm at the display and the alarm light shuts off. 
ï	No further alarms at PDU-14B through the shift. 

-	Tue 11/27/2017 2:28 AM - AM BCMS Alarm from PDU_14B_P3/Main/Volts_B_N 
State: Normal / Unacked 
Text: OUT OF RANGE alarm has returned to Normal. 

-	Tue 11/28/2017 2:28 AM - BCMS Alarm from PDU_14B_P3/Main/Volts_B_N 
State: Offnormal / Unacked 
Text: UNDER VOLTAGE ALARM ACTIVE! The Phase to Neutral voltage is currently at 90.40 V and is out of the acceptable range. 

-	Tues 11/28/2017 04:28 PM - BSN003. RF.2. PDU-14B. Once again, the alarm for UNDER VOLT MAIN. (Pic attached) 
ï	I stopped the audible alarm at the PDU display. 
ï	I clear the alarm at the display and the alarm light shuts off. 
ï	No further alarms at PDU-14B through the shift. 


Scope: Calibrate unit if possible, if this does not clear alarm, replace BCMS board. 

Replace BCMS board in unit 110-2836 
Software 6.xxx",0.0,Customer_Issue_Summary__c,True,110-2836-1
70,50046000006a4OUAAY,"Notes from customer: 

I ran into an issue where PDU 3B will not communicate with the CoreSite Network.  I talked with PDI tech support and we came to the conclusion that the actual Ethernet connection on the PDU found behind the display is not functioning properly.  The Ethernet module and/or the circuit board behind the display probably needs to be replaced.",PCBA - Hardware Issue,Access via security. All safety followed per specs.  I replaced the Monitor on the display as the system had no communications with the BMS. PDU OPS check good.,Site Visit,Display,replace,Closed,7/3/2018 19:33,110-4701,110-4701,1.0,Product_1__c,True,110-4701-1
78,50046000000rC6TAAU,"repair PDU by replacing the display. , serial # 110-3929.  Also has some 6 pin connectors that were damaged.  will need to replace.


Digital Realty
12231 N Freeway
Houston, TX  77067

contact
Chris Schmidt
832-517-5065",PCBA,replaced display and 6 pin connectors,Site Visit,Display,replace,Closed,8/18/2016 19:25,110-3928,110-3928,1.0,Product_1__c,True,110-3928-1
79,50046000000rC6TAAU,"repair PDU by replacing the display. , serial # 110-3929.  Also has some 6 pin connectors that were damaged.  will need to replace.


Digital Realty
12231 N Freeway
Houston, TX  77067

contact
Chris Schmidt
832-517-5065",PCBA,replaced display and 6 pin connectors,Site Visit,Display,replace,Closed,8/18/2016 19:25,110-3928,110-3928,1.0,Product_1__c,True,110-3928-1
84,50046000005PJv1AAG,"replace display on switch that the screen is fading and hard to read on two STS  411-0112-1 & 411-0112-5

SAS TX3 alarm on 411-0112-10

site
Ascent
suite 400
505 N Railroad 
Northlake, IL",PCBA,One unit had a Tx alarm which was cut and reseated.  2 units had screens that were fading out.  All repairs made.,Site Visit,Display,replace,Closed,1/17/2018 16:00,411-0112,411-0112,3.0,Product_1__c,True,411-0112-1
85,50046000005PJv1AAG,"replace display on switch that the screen is fading and hard to read on two STS  411-0112-1 & 411-0112-5

SAS TX3 alarm on 411-0112-10

site
Ascent
suite 400
505 N Railroad 
Northlake, IL",PCBA,One unit had a Tx alarm which was cut and reseated.  2 units had screens that were fading out.  All repairs made.,Site Visit,Display,replace,Closed,1/17/2018 16:00,411-0112,411-0112,3.0,Product_1__c,True,411-0112-2
86,50046000005PJv1AAG,"replace display on switch that the screen is fading and hard to read on two STS  411-0112-1 & 411-0112-5

SAS TX3 alarm on 411-0112-10

site
Ascent
suite 400
505 N Railroad 
Northlake, IL",PCBA,One unit had a Tx alarm which was cut and reseated.  2 units had screens that were fading out.  All repairs made.,Site Visit,Display,replace,Closed,1/17/2018 16:00,411-0112,411-0112,3.0,Product_1__c,True,411-0112-3
115,50046000000rCBjAAM,Monitor is out on 1 PDUs. They are getting an Alarm and then screen goes Blank. They need a tech to replace monochrome  Monitor. PCB11556,Hardware Issue - PDU,The site reported a monochrome Wavestar monitor not working; removed the old and replaced with new sent from SIRV - The unit is functioning properly.  The customer also pointed out a unit (PDU #203) that is missing the cover for the EPO - they would like a new cover sent and will want it replaced when PDI returns for the next PM.  Info will be sent to the After-Market Sales group for the quote on a new service contract and the cover for the EPO.,Site Visit,Display,replace,Closed,9/28/2016 18:25,110-2495,110-2495,1.0,Product_1__c,True,110-2495-1
